(2215, 155)
(681, 437)
(1632, 1092)
(128, 235)
(417, 327)
(2338, 747)
(278, 726)
(2302, 1535)
(2224, 1028)
(1684, 1272)
(1073, 367)
(859, 629)
(1399, 518)
(1637, 1454)
(680, 873)
(1053, 41)
(1648, 414)
(1087, 1026)
(177, 149)
(1956, 1520)
(1512, 43)
(129, 728)
(1586, 276)
(2092, 155)
(1620, 1343)
(1271, 55)
(496, 372)
(1040, 428)
(69, 924)
(849, 180)
(1949, 323)
(2207, 1139)
(679, 849)
(531, 261)
(744, 1392)
(2153, 1509)
(713, 75)
(115, 1240)
(1716, 198)
(2022, 996)
(1977, 1309)
(1895, 1265)
(1012, 891)
(801, 867)
(145, 630)
(1686, 975)
(1954, 774)
(571, 1123)
(998, 6)
(1011, 782)
(2018, 1478)
(1194, 366)
(1242, 549)
(2335, 1348)
(381, 973)
(1748, 1345)
(43, 46)
(87, 1044)
(1460, 148)
(1368, 997)
(1801, 388)
(1738, 413)
(1266, 393)
(102, 717)
(59, 1324)
(1370, 689)
(1636, 688)
(1392, 157)
(518, 1569)
(2311, 622)
(1072, 160)
(2007, 1316)
(1073, 500)
(2225, 91)
(1986, 1264)
(2354, 1580)
(575, 109)
(1790, 918)
(1693, 523)
(1215, 610)
(2163, 535)
(1385, 1363)
(1046, 805)
(728, 1025)
(1714, 1574)
(765, 589)
(2318, 377)
(1720, 43)
(437, 365)
(1642, 1022)
(404, 86)
(713, 741)
(1287, 1009)
(1272, 335)
(1955, 593)
(1465, 506)
(1688, 464)
(1606, 650)
(2118, 704)
(380, 1094)
(1001, 752)
(2377, 1535)
(2187, 1449)
(2281, 1441)
(1250, 1040)
(2167, 34)
(2373, 1342)
(443, 14)
(814, 604)
(666, 1009)
(221, 112)
(133, 1538)
(468, 943)
(1723, 766)
(2280, 681)
(728, 876)
(1304, 374)
(708, 6)
(82, 428)
(1718, 429)
(2377, 1230)
(64, 719)
(1676, 1492)
(1990, 1248)
(1219, 515)
(1048, 464)
(2354, 17)
(639, 247)
(1201, 245)
(276, 940)
(657, 1050)
(323, 370)
(1791, 900)
(1969, 341)
(1898, 668)
(1968, 319)
(2380, 739)
(94, 165)
(344, 939)
(182, 1175)
(62, 321)
(1144, 1458)
(2202, 882)
(1967, 309)
(1508, 906)
(1077, 930)
(42, 829)
(343, 1408)
(2012, 1127)
(2101, 930)
(1247, 226)
(799, 337)
(979, 1212)
(5, 1274)
(293, 1095)
(377, 636)
(1578, 170)
(934, 1568)
(1685, 238)
(2365, 1483)
(1903, 835)
(2198, 90)
(1648, 1090)
(1735, 1520)
(2039, 1222)
(319, 974)
(44, 1050)
(858, 119)
(1564, 1169)
(1726, 856)
(2125, 836)
(2337, 1271)
(1107, 540)
(1571, 102)
(1246, 1359)
(1674, 254)
(2233, 387)
(2336, 1084)
(2303, 363)
(1946, 827)
(2114, 1368)
(913, 327)
(445, 429)
(85, 145)
(284, 902)
(302, 514)
(2244, 57)
(1408, 386)
(567, 398)
(2282, 1130)
(611, 712)
(1359, 61)
(686, 368)
(544, 860)
(2122, 1376)
(585, 370)
(828, 1444)
(675, 77)
(1627, 1322)
(1978, 1497)
(1838, 1072)
(1811, 1410)
(488, 322)
(571, 853)
(1772, 205)
(476, 923)
(1799, 403)
(562, 477)
(146, 229)
(875, 1093)
(1823, 146)
(2169, 952)
(485, 1406)
(1974, 752)
(720, 441)
(2321, 1543)
(1312, 1431)
(1386, 986)
(47, 1387)
(2241, 556)
(2113, 421)
(1172, 29)
(2221, 206)
(1268, 388)
(2352, 676)
(915, 382)
(207, 1115)
(1501, 1490)
(343, 714)
(5, 42)
(508, 519)
(1928, 288)
(1585, 1023)
(119, 1018)
(1252, 1558)
(147, 404)
(1985, 251)
(993, 1118)
(2281, 604)
(736, 1575)
(1404, 348)
(1718, 123)
(442, 50)
(99, 773)
(1651, 1070)
(1993, 48)
(2163, 128)
(1296, 1215)
(1955, 1062)
(2081, 801)
(339, 463)
(1398, 1554)
(2080, 1143)
(1278, 38)
(1710, 794)
(2353, 1423)
(1951, 1413)
(636, 1125)
(1209, 1381)
(1688, 637)
(1350, 1102)
(372, 303)
(1684, 1366)
(2058, 156)
(1383, 1016)
(116, 599)
(644, 1300)
(1048, 273)
(1051, 933)
(254, 737)
(1927, 121)
(2044, 240)
(1319, 424)
(87, 1502)
(1051, 680)
(1823, 512)
(888, 1210)
(560, 1162)
(1185, 1466)
(1424, 1236)
(1263, 1533)
(1564, 833)
(917, 89)
(1140, 883)
(2233, 1269)
(1620, 1320)
(768, 391)
(125, 1547)
(1586, 1287)
(1730, 393)
(967, 566)
(261, 914)
(1903, 1065)
(404, 5)
(1808, 692)
(1397, 381)
(1423, 923)
(2243, 667)
(1521, 814)
(2311, 1381)
(2009, 297)
(780, 1030)
(2095, 410)
(49, 410)
(477, 1528)
(2090, 1304)
(2239, 834)
(963, 345)
(711, 355)
(1094, 44)
(2326, 248)
(42, 669)
(985, 1314)
(1861, 561)
(1946, 227)
(2138, 878)
(1970, 95)
(2159, 426)
(339, 285)
(2189, 756)
(694, 1488)
(34, 1018)
(250, 590)
(2260, 821)
(25, 1196)
(115, 1100)
(2212, 463)
(834, 1498)
(1306, 304)
(2287, 651)
(2205, 837)
(650, 1468)
(2119, 332)
(1490, 1368)
(1409, 1286)
(2077, 957)
(1403, 173)
(2051, 1285)
(387, 131)
(1623, 309)
(2015, 354)
(2226, 28)
(23, 490)
(1813, 811)
(301, 452)
(1672, 296)
(578, 246)
(1776, 1080)
(2093, 568)
(1770, 1518)
(2078, 1560)
(2243, 750)
(1750, 869)
(1058, 1472)
(695, 1185)
(1767, 389)
(161, 1198)
(2017, 1077)
(681, 686)
(833, 1581)
(2005, 169)
(1593, 603)
(1855, 188)
(1331, 648)
(1177, 959)
(1642, 1285)
(307, 920)
(1675, 1012)
(537, 450)
(457, 202)
(64, 1076)
(396, 608)
(148, 1533)
(878, 962)
(902, 1062)
(1432, 59)
(514, 1465)
(1013, 102)
(396, 1584)
(1721, 1169)
(519, 601)
(1414, 762)
(2185, 897)
(812, 71)
(58, 1061)
(1210, 1580)
(569, 119)
(883, 678)
(1040, 1580)
(1967, 1559)
(1290, 27)
(1801, 18)
(1940, 1503)
(197, 317)
(1479, 224)
(644, 933)
(10, 23)
(2061, 142)
(2114, 996)
(886, 96)
(651, 534)
(1957, 338)
(1487, 656)
(488, 798)
(99, 940)
(2323, 1406)
(1567, 784)
(1713, 567)
(2055, 1307)
(509, 872)
(874, 195)
(1340, 848)
(2233, 657)
(1983, 392)
(70, 811)
(1439, 295)
(291, 793)
(648, 966)
(1108, 1438)
(358, 656)
(2358, 1533)
(138, 1467)
(543, 347)
(793, 2)
(917, 291)
(1796, 1121)
(1928, 625)
(100, 1230)
(1990, 967)
(312, 1582)
(1564, 528)
(970, 1327)
(1171, 1208)
(1520, 861)
(735, 1532)
(587, 3)
(1940, 402)
(1637, 367)
(1461, 959)
(1793, 149)
(1972, 581)
(1461, 1260)
(32, 824)
(1916, 359)
(1444, 1525)
(1852, 934)
(1523, 875)
(1696, 1153)
(892, 1170)
(2358, 506)
(1900, 878)
(555, 422)
(1637, 1354)
(931, 117)
(2321, 1453)
(1610, 1311)
(939, 617)
(2262, 887)
(1323, 380)
(1756, 1390)
(515, 500)
(1076, 735)
(1121, 363)
(1754, 166)
(2197, 698)
(407, 674)
(963, 1351)
(1069, 1409)
(1250, 685)
(1026, 32)
(1884, 379)
(390, 1284)
(310, 986)
(30, 1222)
(2351, 27)
(482, 1457)
(98, 1264)
(1614, 700)
(1048, 799)
(1386, 1072)
(811, 1139)
(2292, 122)
(1311, 1118)
(851, 937)
(1789, 792)
(242, 664)
(1132, 1377)
(169, 1051)
(673, 1272)
(341, 667)
(1336, 1395)
(615, 1246)
(2288, 129)
(1467, 1501)
(1493, 630)
(2374, 999)
(1065, 483)
(264, 311)
(1959, 122)
(2118, 272)
(449, 870)
(1210, 1352)
(897, 321)
(1213, 566)
(913, 770)
(95, 371)
(145, 1493)
(983, 922)
(757, 281)
(2187, 1566)
(2250, 621)
(1638, 672)
(293, 1204)
(1893, 1155)
(894, 369)
(750, 1039)
(140, 5)
(1782, 1490)
(660, 1494)
(39, 1034)
(276, 878)
(696, 491)
(585, 643)
(1544, 1153)
(1846, 626)
(2309, 955)
(575, 744)
(1125, 1082)
(310, 150)
(1170, 789)
(869, 896)
(2218, 470)
(806, 269)
(221, 1284)
(1154, 1129)
(873, 153)
(2254, 936)
(735, 736)
(1523, 1131)
(1124, 856)
(1116, 242)
(2313, 354)
(307, 936)
(1933, 120)
(2323, 1451)
(2181, 1111)
(2119, 250)
(2260, 1052)
(1613, 1006)
(368, 853)
(1688, 276)
(368, 1154)
(1007, 415)
(645, 899)
(977, 1134)
(59, 1272)
(1243, 1209)
(1281, 1197)
(1509, 520)
(1052, 473)
(1821, 254)
(1043, 134)
(2148, 454)
(2170, 385)
(1818, 418)
(1493, 191)
(1002, 1532)
(1985, 1335)
(1550, 1110)
(2206, 183)
(991, 870)
(2149, 716)
(1714, 1376)
(505, 338)
(1415, 908)
(2125, 1104)
(249, 363)
(717, 1317)
(1845, 1465)
(368, 87)
(2066, 76)
(2369, 1306)
(1068, 386)
(388, 247)
(1575, 1414)
(2362, 803)
(219, 683)
(1773, 1306)
(616, 938)
(619, 882)
(1208, 165)
(919, 818)
(378, 1052)
(248, 871)
(2007, 968)
(1318, 1324)
(1912, 1133)
(2209, 380)
(1252, 718)
(1284, 1539)
(1492, 1440)
(2370, 1399)
(847, 1311)
(14, 1089)
(573, 680)
(36, 1236)
(969, 677)
(2378, 914)
(1172, 155)
(845, 792)
(2108, 1049)
(2121, 92)
(1848, 378)
(265, 1365)
(1439, 365)
(1270, 946)
(352, 562)
(1927, 1318)
(2029, 373)
(394, 1206)
(393, 127)
(1006, 1288)
(2199, 124)
(202, 1157)
(1816, 64)
(925, 362)
(389, 801)
(2366, 1303)
(357, 1138)
(80, 946)
(865, 196)
(15, 1369)
(2025, 412)
(1798, 488)
(654, 94)
(1813, 1030)
(1469, 779)
(2231, 770)
(716, 417)
(1288, 1315)
(2350, 1201)
(580, 631)
(1788, 1176)
(1876, 1255)
(1206, 758)
(1737, 979)
(1797, 280)
(350, 521)
(562, 1044)
(1029, 640)
(1207, 464)
(629, 276)
(2371, 798)
(2079, 1301)
(1551, 974)
(929, 41)
(1971, 224)
(1684, 1421)
(1195, 257)
(1542, 1153)
(1397, 102)
(1821, 1262)
(1430, 356)
(771, 1571)
(1852, 219)
(992, 955)
(82, 1583)
(1404, 507)
(2343, 740)
(811, 748)
(1583, 971)
(1285, 1377)
(2296, 10)
(552, 410)
(1981, 158)
(205, 90)
(637, 921)
(1527, 1401)
(2285, 256)
(396, 718)
(1976, 604)
(42, 1518)
(541, 694)
(1431, 406)
(815, 1087)
(1422, 877)
(2159, 166)
(1581, 712)
(641, 1462)
(1100, 1076)
(2231, 1210)
(77, 1036)
(740, 593)
(1906, 204)
(235, 187)
(1374, 201)
(1145, 57)
(391, 901)
(1419, 1527)
(1655, 936)
(80, 1144)
(1753, 174)
(908, 1445)
(1333, 1320)
(2285, 689)
(1396, 29)
(1791, 1349)
(1183, 1353)
(475, 622)
(488, 1438)
(271, 164)
(2162, 3)
(632, 279)
(1394, 1150)
(991, 1132)
(256, 1383)
(1936, 1146)
(1737, 1192)
(1881, 1183)
(1045, 983)
(1914, 127)
(717, 669)
(1901, 918)
(439, 1410)
(1081, 706)
(1324, 830)
(155, 1064)
(358, 1480)
(191, 1499)
(1945, 570)
(2070, 173)
(4, 496)
(1203, 1143)
(2201, 443)
(453, 1093)
(1626, 508)
(1761, 1046)
(1012, 55)
(2345, 1450)
(1555, 536)
(2334, 251)
(944, 298)
(2097, 711)
(128, 1424)
(403, 805)
(1663, 132)
(1149, 500)
(662, 737)
(1613, 830)
(2021, 1117)
(508, 1164)
(1938, 443)
(1967, 1486)
(1661, 200)
(1548, 939)
(495, 1130)
(1657, 1049)
(1563, 839)
(939, 276)
(1108, 1000)
(2069, 115)
(399, 808)
(2228, 559)
(2268, 1464)
(2090, 808)
(1213, 19)
(471, 922)
(586, 349)
(1072, 226)
(1545, 167)
(1140, 1474)
(1502, 1029)
(602, 524)
(1299, 586)
(1764, 115)
(276, 1442)
(2298, 164)
(2297, 677)
(2034, 940)
(1564, 1147)
(939, 1589)
(2311, 1229)
(2288, 542)
(2156, 1391)
(175, 1273)
(1819, 567)
(293, 339)
(1976, 214)
(1655, 1333)
(1391, 930)
(2247, 1572)
(1027, 585)
(2358, 944)
(1173, 121)
(1053, 1551)
(2239, 628)
(493, 59)
(1191, 519)
(587, 616)
(189, 1238)
(666, 1241)
(2255, 503)
(705, 1492)
(309, 1082)
(2355, 727)
(862, 352)
(1011, 1514)
(560, 328)
(986, 1014)
(573, 254)
(1991, 659)
(2316, 777)
(1909, 617)
(640, 45)
(336, 130)
(1412, 296)
(1720, 293)
(114, 1119)
(937, 509)
(1332, 120)
(1226, 220)
(477, 118)
(2367, 880)
(429, 593)
(1898, 542)
(1447, 127)
(221, 219)
(1386, 438)
(1636, 553)
(1147, 133)
(1776, 440)
(1106, 843)
(2219, 1435)
(1409, 1168)
(446, 666)
(1399, 1446)
(1772, 991)
(2048, 987)
(576, 198)
(817, 90)
(573, 738)
(140, 72)
(2114, 952)
(715, 168)
(720, 1232)
(1347, 591)
(832, 308)
(1712, 801)
(2356, 1390)
(403, 847)
(1192, 124)
(1945, 677)
(608, 1152)
(574, 77)
(2097, 695)
(500, 95)
(952, 1058)
(311, 1293)
(1009, 1542)
(707, 603)
(743, 1478)
(755, 855)
(1853, 913)
(1630, 1275)
(974, 886)
(782, 573)
(2219, 879)
(1777, 1004)
(615, 325)
(572, 379)
(655, 718)
(408, 1365)
(783, 762)
(1745, 1506)
(1984, 1337)
(938, 603)
(1434, 127)
(1602, 1299)
(49, 1164)
(780, 1049)
(1546, 811)
(560, 782)
(1026, 1108)
(828, 1289)
(1976, 438)
(1530, 815)
(2197, 840)
(530, 1180)
(1635, 810)
(2307, 94)
(1744, 1340)
(1976, 1)
(2035, 34)
(1749, 1115)
(196, 1109)
(1256, 754)
(1381, 137)
(1653, 608)
(1669, 569)
(625, 478)
(2340, 1237)
(295, 369)
(1655, 290)
(413, 642)
(662, 1256)
(1317, 1283)
(2195, 187)
(113, 1454)
(1405, 751)
(913, 1008)
(1767, 707)
(607, 1529)
(1876, 1389)
(99, 377)
(1171, 340)
(1318, 405)
(1395, 898)
(1450, 1109)
(1997, 703)
(1905, 1208)
(2074, 1020)
(290, 869)
(2078, 1483)
(297, 1531)
(953, 22)
(216, 214)
(1934, 782)
(2033, 265)
(1262, 250)
(726, 1154)
(24, 992)
(2369, 995)
(269, 1236)
(510, 106)
(961, 1374)
(2081, 1080)
(627, 68)
(1043, 1540)
(1118, 1274)
(1769, 586)
(294, 573)
(1800, 747)
(1511, 59)
(1847, 396)
(833, 406)
(1334, 177)
(2057, 318)
(2021, 1391)
(1351, 272)
(2243, 95)
(910, 1501)
(1201, 139)
(612, 1337)
(1849, 683)
(1877, 929)
(2327, 271)
(805, 1018)
(1707, 9)
(840, 209)
(2088, 964)
(555, 1181)
(1451, 287)
(2166, 710)
(1807, 1120)
(107, 1080)
(1724, 48)
(426, 929)
(208, 1246)
(1675, 487)
(1628, 926)
(676, 1102)
(217, 144)
(512, 1243)
(1290, 32)
(1850, 1112)
(2129, 1164)
(1899, 1367)
(427, 1199)
(1292, 1497)
(32, 1574)
(1386, 564)
(2016, 907)
(2174, 1502)
(980, 346)
(2071, 1001)
(278, 729)
(2207, 1470)
(1612, 498)
(1882, 948)
(114, 1088)
(1516, 197)
(1213, 193)
(90, 1286)
(1293, 1430)
(925, 377)
(248, 256)
(120, 1184)
(1846, 668)
(459, 1103)
(1994, 228)
(56, 637)
(797, 89)
(2376, 1325)
(1984, 1400)
(970, 962)
(1963, 1404)
(2199, 126)
(340, 430)
(1150, 215)
(2218, 520)
(1610, 1320)
(377, 690)
(345, 1411)
(1892, 279)
(319, 1003)
(176, 78)
(2291, 544)
(289, 841)
(963, 69)
(204, 1459)
(639, 673)
(838, 54)
(1049, 1237)
(1913, 704)
(1103, 126)
(463, 1053)
(1811, 363)
(503, 281)
(1720, 180)
(1013, 1464)
(2013, 1365)
